#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2020-01-01 00:00:00+00:00 2020-01-03 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
JFK,2020-01-01 06:51,-73.7622,40.6386,39.90,30.00,67.45,270.00,15.00,0.00,29.67,1004.70,10.00,21.00,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,31.02,KJFK 010651Z 27015G21KT 10SM OVC100 04/M01 A2967 RMK AO2 SLP047 T00441011 $
JFK,2020-01-01 06:55,-73.7622,40.6386,M,M,M,270.00,14.00,M,29.67,M,10.00,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010655Z AUTO 27014KT 10SM OVC100 04/M01 A2967 RMK T00401010 MADISHF
JFK,2020-01-01 07:00,-73.7622,40.6386,M,M,M,270.00,14.00,M,29.67,M,10.00,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010700Z AUTO 27014KT 10SM OVC100 04/M01 A2967 RMK T00401010 MADISHF
JFK,2020-01-01 07:05,-73.7622,40.6386,M,M,M,290.00,13.00,M,29.67,M,10.00,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010705Z AUTO 29013KT 10SM OVC100 04/M01 A2967 RMK T00401010 MADISHF
JFK,2020-01-01 07:10,-73.7622,40.6386,M,M,M,280.00,13.00,M,29.67,M,10.00,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010710Z AUTO 28013KT 10SM OVC100 04/M01 A2967 RMK T00401010 MADISHF
JFK,2020-01-01 07:15,-73.7622,40.6386,M,M,M,280.00,13.00,M,29.67,M,10.00,M,OVC,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010715Z AUTO 28013KT 10SM OVC095 04/M02 A2967 RMK T00401020 MADISHF
JFK,2020-01-01 07:20,-73.7622,40.6386,M,M,M,280.00,11.00,M,29.67,M,10.00,M,OVC,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010720Z AUTO 28011KT 10SM OVC095 04/M02 A2967 RMK T00401020 MADISHF
JFK,2020-01-01 07:25,-73.7622,40.6386,M,M,M,280.00,17.00,M,29.68,M,10.00,M,OVC,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010725Z AUTO 28017KT 10SM OVC095 04/M02 A2968 RMK T00401020 MADISHF
JFK,2020-01-01 07:30,-73.7622,40.6386,M,M,M,280.00,15.00,M,29.68,M,10.00,M,OVC,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010730Z AUTO 28015KT 10SM OVC095 04/M02 A2968 RMK T00401020 MADISHF
JFK,2020-01-01 07:35,-73.7622,40.6386,M,M,M,280.00,16.00,M,29.68,M,10.00,M,OVC,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010735Z AUTO 28016KT 10SM OVC095 04/M02 A2968 RMK T00401020 MADISHF
JFK,2020-01-01 07:40,-73.7622,40.6386,M,M,M,280.00,18.00,M,29.68,M,10.00,M,OVC,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010740Z AUTO 28018KT 10SM OVC095 04/M02 A2968 RMK T00401020 MADISHF
JFK,2020-01-01 07:45,-73.7622,40.6386,M,M,M,270.00,14.00,M,29.68,M,10.00,M,FEW,OVC,M,M,6500.00,9500.00,M,M,M,M,M,M,M,M,M,M,KJFK 010745Z AUTO 27014KT 10SM FEW065 OVC095 04/M02 A2968 RMK T00401020 CIG 070 W  MADISHF
JFK,2020-01-01 07:50,-73.7622,40.6386,M,M,M,280.00,17.00,M,29.68,M,10.00,M,SCT,OVC,M,M,7000.00,9500.00,M,M,M,M,M,M,M,M,M,M,KJFK 010750Z AUTO 28017KT 10SM SCT070 OVC095 04/M02 A2968 RMK T00401020 CIG 070 W  MADISHF
JFK,2020-01-01 07:51,-73.7622,40.6386,39.00,28.00,64.37,280.00,15.00,0.00,29.68,1005.10,10.00,M,SCT,OVC,M,M,7000.00,9500.00,M,M,M,M,M,M,M,M,M,29.85,KJFK 010751Z 28015KT 10SM SCT070 OVC095 04/M02 A2968 RMK AO2 SLP051 T00391022 $
JFK,2020-01-01 07:55,-73.7622,40.6386,M,M,M,270.00,15.00,M,29.68,M,10.00,M,FEW,OVC,M,M,7000.00,9500.00,M,M,M,M,M,M,M,M,M,M,KJFK 010755Z AUTO 27015KT 10SM FEW070 OVC095 04/M02 A2968 RMK T00401020 MADISHF
JFK,2020-01-01 08:00,-73.7622,40.6386,M,M,M,270.00,16.00,M,29.68,M,10.00,M,FEW,OVC,M,M,6500.00,9500.00,M,M,M,M,M,M,M,M,M,M,KJFK 010800Z AUTO 27016KT 10SM FEW065 OVC095 04/M02 A2968 RMK T00401020 MADISHF
JFK,2020-01-01 08:05,-73.7622,40.6386,M,M,M,M,17.00,M,29.68,M,10.00,M,FEW,OVC,M,M,7000.00,9500.00,M,M,M,M,M,M,M,M,M,M,KJFK 010805Z AUTO ///17KT 10SM FEW070 OVC095 04/M02 A2968 RMK T00401020 MADISHF
JFK,2020-01-01 08:10,-73.7622,40.6386,M,M,M,260.00,16.00,M,29.69,M,10.00,M,FEW,OVC,M,M,7000.00,9500.00,M,M,M,M,M,M,M,M,M,M,KJFK 010810Z AUTO 26016KT 10SM FEW070 OVC095 04/M02 A2969 RMK T00401020 MADISHF
JFK,2020-01-01 08:15,-73.7622,40.6386,M,M,M,270.00,17.00,M,29.69,M,10.00,M,FEW,OVC,M,M,7000.00,9500.00,M,M,M,M,M,M,M,M,M,M,KJFK 010815Z AUTO 27017KT 10SM FEW070 OVC095 04/M02 A2969 RMK T00401020 MADISHF
JFK,2020-01-01 08:20,-73.7622,40.6386,M,M,M,270.00,20.00,M,29.69,M,10.00,M,OVC,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010820Z AUTO 27020KT 10SM OVC090 04/M02 A2969 RMK T00401020 MADISHF
JFK,2020-01-01 08:25,-73.7622,40.6386,M,M,M,270.00,16.00,M,29.69,M,10.00,M,OVC,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010825Z AUTO 27016KT 10SM OVC090 04/M02 A2969 RMK T00401020 MADISHF
JFK,2020-01-01 08:30,-73.7622,40.6386,M,M,M,270.00,16.00,M,29.69,M,10.00,M,BKN,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010830Z AUTO 27016KT 10SM BKN095 04/M02 A2969 RMK T00401020 MADISHF
JFK,2020-01-01 08:35,-73.7622,40.6386,M,M,M,270.00,16.00,M,29.69,M,10.00,M,BKN,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010835Z AUTO 27016KT 10SM BKN095 04/M02 A2969 RMK T00401020 MADISHF
JFK,2020-01-01 08:40,-73.7622,40.6386,M,M,M,270.00,16.00,M,29.69,M,10.00,M,SCT,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010840Z AUTO 27016KT 10SM SCT095 04/M02 A2969 RMK T00401020 MADISHF
JFK,2020-01-01 08:45,-73.7622,40.6386,M,M,M,270.00,19.00,M,29.69,M,10.00,M,SCT,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010845Z AUTO 27019KT 10SM SCT095 04/M02 A2969 RMK T00401020 MADISHF
JFK,2020-01-01 08:50,-73.7622,40.6386,M,M,M,280.00,14.00,M,29.69,M,10.00,M,FEW,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010850Z AUTO 28014KT 10SM FEW090 04/M02 A2969 RMK T00401020 MADISHF
JFK,2020-01-01 08:51,-73.7622,40.6386,37.90,28.00,67.20,280.00,13.00,0.00,29.69,1005.40,10.00,25.00,FEW,BKN,M,M,9500.00,21000.00,M,M,M,M,M,M,27.00,270.00,2020-01-01 08:18,29.13,KJFK 010851Z 28013G25KT 10SM FEW095 BKN210 03/M02 A2969 RMK AO2 PK WND 27027/0818 SLP054 T00331022 51012 $
JFK,2020-01-01 08:55,-73.7622,40.6386,M,M,M,280.00,17.00,M,29.69,M,10.00,M,FEW,SCT,M,M,7000.00,9000.00,M,M,M,M,M,M,M,M,M,M,KJFK 010855Z AUTO 28017KT 10SM FEW070 SCT090 04/M02 A2969 RMK T00401020 MADISHF
JFK,2020-01-01 09:00,-73.7622,40.6386,M,M,M,280.00,17.00,M,29.69,M,10.00,M,SCT,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010900Z AUTO 28017KT 10SM SCT070 04/M03 A2969 RMK T00401030 MADISHF
JFK,2020-01-01 09:05,-73.7622,40.6386,M,M,M,280.00,16.00,M,29.70,M,10.00,M,BKN,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010905Z AUTO 28016KT 10SM BKN070 04/M03 A2970 RMK T00401030 MADISHF
JFK,2020-01-01 09:10,-73.7622,40.6386,M,M,M,290.00,21.00,M,29.70,M,10.00,M,BKN,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010910Z AUTO 29021KT 10SM BKN070 04/M03 A2970 RMK T00401030 MADISHF
JFK,2020-01-01 09:15,-73.7622,40.6386,M,M,M,280.00,19.00,M,29.70,M,10.00,M,BKN,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010915Z AUTO 28019KT 10SM BKN070 04/M03 A2970 RMK T00401030 MADISHF
JFK,2020-01-01 09:20,-73.7622,40.6386,M,M,M,280.00,18.00,M,29.70,M,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010920Z AUTO 28018KT 10SM OVC065 04/M03 A2970 RMK T00401030 MADISHF
JFK,2020-01-01 09:25,-73.7622,40.6386,M,M,M,280.00,19.00,M,29.70,M,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010925Z AUTO 28019KT 10SM OVC065 04/M03 A2970 RMK T00401030 MADISHF
JFK,2020-01-01 09:30,-73.7622,40.6386,M,M,M,280.00,16.00,M,29.70,M,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010930Z AUTO 28016KT 10SM OVC065 04/M03 A2970 RMK T00401030 MADISHF
JFK,2020-01-01 09:35,-73.7622,40.6386,M,M,M,280.00,14.00,M,29.70,M,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 010935Z AUTO 28014KT 10SM OVC065 04/M03 A2970 RMK T00401030 MADISHF
JFK,2020-01-01 09:40,-73.7622,40.6386,M,M,M,270.00,15.00,M,29.70,M,10.00,M,FEW,OVC,M,M,3900.00,6500.00,M,M,M,M,M,M,M,M,M,M,KJFK 010940Z AUTO 27015KT 10SM FEW039 OVC065 04/M03 A2970 RMK T00401030 MADISHF
JFK,2020-01-01 09:45,-73.7622,40.6386,M,M,M,280.00,13.00,M,29.70,M,10.00,20.00,FEW,OVC,M,M,3900.00,6500.00,M,M,M,M,M,M,M,M,M,M,KJFK 010945Z AUTO 28013G20KT 10SM FEW039 OVC065 04/M03 A2970 RMK T00401030 MADISHF
JFK,2020-01-01 09:50,-73.7622,40.6386,M,M,M,M,20.00,M,29.70,M,10.00,M,FEW,BKN,M,M,3900.00,6500.00,M,M,M,M,M,M,M,M,M,M,KJFK 010950Z AUTO ///20KT 10SM FEW039 BKN065 04/M03 A2970 RMK T00401030 MADISHF
JFK,2020-01-01 09:51,-73.7622,40.6386,39.00,26.10,59.52,270.00,18.00,0.00,29.70,1005.70,10.00,24.00,FEW,BKN,BKN,M,3900.00,6500.00,21000.00,M,M,M,M,M,28.00,290.00,2020-01-01 09:10,28.96,KJFK 010951Z 27018G24KT 10SM FEW039 BKN065 BKN210 04/M03 A2970 RMK AO2 PK WND 29028/0910 SLP057 T00391033 $
JFK,2020-01-01 09:55,-73.7622,40.6386,M,M,M,280.00,17.00,M,29.70,M,10.00,M,FEW,OVC,M,M,3900.00,6500.00,M,M,M,M,M,M,M,M,M,M,KJFK 010955Z AUTO 28017KT 10SM FEW039 OVC065 04/M03 A2970 RMK T00401030 MADISHF
JFK,2020-01-01 10:00,-73.7622,40.6386,M,M,M,280.00,19.00,M,29.70,M,10.00,M,FEW,OVC,M,M,3900.00,6500.00,M,M,M,M,M,M,M,M,M,M,KJFK 011000Z AUTO 28019KT 10SM FEW039 OVC065 04/M03 A2970 RMK T00401030 MADISHF
JFK,2020-01-01 10:05,-73.7622,40.6386,M,M,M,270.00,16.00,M,29.70,M,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 011005Z AUTO 27016KT 10SM OVC065 04/M04 A2970 RMK T00401040 MADISHF
JFK,2020-01-01 10:10,-73.7622,40.6386,M,M,M,280.00,19.00,M,29.70,M,10.00,M,BKN,OVC,M,M,5500.00,7000.00,M,M,M,M,M,M,M,M,M,M,KJFK 011010Z AUTO 28019KT 10SM BKN055 OVC070 04/M04 A2970 RMK T00401040 MADISHF
JFK,2020-01-01 10:15,-73.7622,40.6386,M,M,M,280.00,17.00,M,29.70,M,10.00,M,BKN,OVC,M,M,5500.00,7000.00,M,M,M,M,M,M,M,M,M,M,KJFK 011015Z AUTO 28017KT 10SM BKN055 OVC070 04/M04 A2970 RMK T00401040 MADISHF
JFK,2020-01-01 10:20,-73.7622,40.6386,M,M,M,280.00,19.00,M,29.71,M,10.00,M,BKN,OVC,M,M,5500.00,7000.00,M,M,M,M,M,M,M,M,M,M,KJFK 011020Z AUTO 28019KT 10SM BKN055 OVC070 03/M04 A2970 RMK T00301040 MADISHF
JFK,2020-01-01 10:25,-73.7622,40.6386,M,M,M,280.00,20.00,M,29.71,M,10.00,M,OVC,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 011025Z AUTO 28020KT 10SM OVC055 03/M04 A2970 RMK T00301040 MADISHF
JFK,2020-01-01 10:30,-73.7622,40.6386,M,M,M,280.00,22.00,M,29.71,M,10.00,M,OVC,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 011030Z AUTO 28022KT 10SM OVC055 03/M04 A2970 RMK T00301040 CIG 047 W  MADISHF
JFK,2020-01-01 10:35,-73.7622,40.6386,M,M,M,270.00,22.00,M,29.71,M,10.00,M,BKN,OVC,M,M,4700.00,5500.00,M,M,M,M,M,M,M,M,M,M,KJFK 011035Z AUTO 27022KT 10SM BKN047 OVC055 03/M04 A2970 RMK T00301040 MADISHF
JFK,2020-01-01 10:40,-73.7622,40.6386,M,M,M,280.00,18.00,M,29.71,M,10.00,M,BKN,OVC,M,M,4500.00,5500.00,M,M,M,M,M,M,M,M,M,M,KJFK 011040Z AUTO 28018KT 10SM BKN045 OVC055 03/M04 A2970 RMK T00301040 MADISHF
JFK,2020-01-01 10:45,-73.7622,40.6386,M,M,M,260.00,21.00,M,29.72,M,10.00,M,BKN,OVC,M,M,4700.00,6000.00,M,M,M,M,M,M,M,M,M,M,KJFK 011045Z AUTO 26021KT 10SM BKN047 OVC060 03/M03 A2971 RMK T00301030 MADISHF
JFK,2020-01-01 10:50,-73.7622,40.6386,M,M,M,260.00,18.00,M,29.72,M,10.00,M,BKN,OVC,M,M,4800.00,6500.00,M,M,M,M,M,M,M,M,M,M,KJFK 011050Z AUTO 26018KT 10SM BKN048 OVC065 03/M03 A2971 RMK T00301030 MADISHF
JFK,2020-01-01 10:51,-73.7622,40.6386,37.00,26.10,64.38,270.00,18.00,0.00,29.72,1006.20,10.00,M,BKN,OVC,M,M,4800.00,6500.00,M,M,M,M,M,M,34.00,290.00,2020-01-01 10:28,26.33,KJFK 011051Z 27018KT 10SM BKN048 OVC065 03/M03 A2972 RMK AO2 PK WND 29034/1028 SLP062 T00281033 $
JFK,2020-01-01 10:55,-73.7622,40.6386,M,M,M,270.00,19.00,M,29.72,M,10.00,M,SCT,OVC,M,M,4600.00,6500.00,M,M,M,M,M,M,M,M,M,M,KJFK 011055Z AUTO 27019KT 10SM SCT046 OVC065 03/M03 A2971 RMK T00301030 MADISHF
JFK,2020-01-01 11:00,-73.7622,40.6386,M,M,M,280.00,15.00,M,29.72,M,10.00,M,SCT,OVC,M,M,4800.00,6500.00,M,M,M,M,M,M,M,M,M,M,KJFK 011100Z AUTO 28015KT 10SM SCT048 OVC065 03/M03 A2971 RMK T00301030 MADISHF
JFK,2020-01-01 11:05,-73.7622,40.6386,M,M,M,M,19.00,M,29.72,M,10.00,M,BKN,OVC,M,M,4800.00,6000.00,M,M,M,M,M,M,M,M,M,M,KJFK 011105Z AUTO ///19KT 10SM BKN048 OVC060 03/M03 A2971 RMK T00301030 MADISHF
JFK,2020-01-01 11:10,-73.7622,40.6386,M,M,M,260.00,15.00,M,29.72,M,10.00,M,BKN,OVC,M,M,5000.00,6500.00,M,M,M,M,M,M,M,M,M,M,KJFK 011110Z AUTO 26015KT 10SM BKN050 OVC065 03/M02 A2971 RMK T00301020 MADISHF
JFK,2020-01-01 11:15,-73.7622,40.6386,M,M,M,270.00,13.00,M,29.72,M,10.00,M,SCT,OVC,M,M,5000.00,6500.00,M,M,M,M,M,M,M,M,M,M,KJFK 011115Z AUTO 27013KT 10SM SCT050 OVC065 03/M02 A2971 RMK T00301020 MADISHF
JFK,2020-01-01 11:20,-73.7622,40.6386,M,M,M,260.00,10.00,M,29.72,M,10.00,M,BKN,OVC,M,M,4800.00,6000.00,M,M,M,M,M,M,M,M,M,M,KJFK 011120Z AUTO 26010KT 10SM BKN048 OVC060 03/M02 A2971 RMK T00301020 MADISHF
JFK,2020-01-01 11:25,-73.7622,40.6386,M,M,M,260.00,11.00,M,29.72,M,10.00,M,SCT,OVC,M,M,4500.00,6000.00,M,M,M,M,M,M,M,M,M,M,KJFK 011125Z AUTO 26011KT 10SM SCT045 OVC060 02/M02 A2971 RMK T00201020 MADISHF
JFK,2020-01-01 11:30,-73.7622,40.6386,M,M,M,270.00,11.00,M,29.72,M,10.00,M,SCT,OVC,M,M,4800.00,6000.00,M,M,M,M,M,M,M,M,M,M,KJFK 011130Z AUTO 27011KT 10SM SCT048 OVC060 03/M02 A2971 RMK T00301020 MADISHF
JFK,2020-01-01 11:35,-73.7622,40.6386,M,M,M,270.00,14.00,M,29.72,M,10.00,M,FEW,OVC,M,M,4600.00,6000.00,M,M,M,M,M,M,M,M,M,M,KJFK 011135Z AUTO 27014KT 10SM FEW046 OVC060 03/M02 A2971 RMK T00301020 MADISHF
JFK,2020-01-01 11:40,-73.7622,40.6386,M,M,M,270.00,16.00,M,29.72,M,10.00,M,FEW,OVC,M,M,4600.00,6000.00,M,M,M,M,M,M,M,M,M,M,KJFK 011140Z AUTO 27016KT 10SM FEW046 OVC060 03/M02 A2971 RMK T00301020 MADISHF
JFK,2020-01-01 11:45,-73.7622,40.6386,M,M,M,270.00,16.00,M,29.72,M,10.00,M,FEW,OVC,M,M,4600.00,6000.00,M,M,M,M,M,M,M,M,M,M,KJFK 011145Z AUTO 27016KT 10SM FEW046 OVC060 03/M02 A2971 RMK T00301020 MADISHF
JFK,2020-01-01 11:50,-73.7622,40.6386,M,M,M,270.00,14.00,M,29.72,M,10.00,19.00,FEW,SCT,BKN,M,3000.00,4200.00,6000.00,M,M,M,M,M,M,M,M,M,KJFK 011150Z AUTO 27014G19KT 10SM FEW030 SCT042 BKN060 03/M02 A2971 RMK T00301020 MADISHF
JFK,2020-01-01 11:51,-73.7622,40.6386,37.00,28.00,69.63,280.00,15.00,0.00,29.72,1006.30,10.00,21.00,FEW,SCT,BKN,M,3000.00,4200.00,6000.00,M,M,M,M,M,26.00,260.00,2020-01-01 10:53,27.26,KJFK 011151Z 28015G21KT 10SM FEW030 SCT042 BKN060 03/M02 A2972 RMK AO2 PK WND 26026/1053 SLP063 T00281022 10050 20022 51009 $
JFK,2020-01-01 11:55,-73.7622,40.6386,M,M,M,270.00,15.00,M,29.72,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 011155Z AUTO 27015KT 10SM OVC060 03/M02 A2971 RMK T00301020 MADISHF
JFK,2020-01-01 12:00,-73.7622,40.6386,M,M,M,270.00,17.00,M,29.72,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 011200Z AUTO 27017KT 10SM OVC060 03/M02 A2971 RMK T00301020 MADISHF
JFK,2020-01-01 12:05,-73.7622,40.6386,M,M,M,270.00,18.00,M,29.72,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 011205Z AUTO 27018KT 10SM OVC060 03/M02 A2971 RMK T00301020 MADISHF
JFK,2020-01-01 12:10,-73.7622,40.6386,M,M,M,280.00,18.00,M,29.72,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 011210Z AUTO 28018KT 10SM OVC060 03/M03 A2971 RMK T00301030 MADISHF
JFK,2020-01-01 12:15,-73.7622,40.6386,M,M,M,270.00,20.00,M,29.72,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 011215Z AUTO 27020KT 10SM OVC060 03/M03 A2971 RMK T00301030 MADISHF
JFK,2020-01-01 12:20,-73.7622,40.6386,M,M,M,280.00,20.00,M,29.72,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 011220Z AUTO 28020KT 10SM OVC060 03/M03 A2971 RMK T00301030 MADISHF
JFK,2020-01-01 12:25,-73.7622,40.6386,M,M,M,270.00,16.00,M,29.73,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 011225Z AUTO 27016KT 10SM OVC060 03/M03 A2972 RMK T00301030 MADISHF
JFK,2020-01-01 12:30,-73.7622,40.6386,M,M,M,270.00,16.00,M,29.73,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 011230Z AUTO 27016KT 10SM OVC060 03/M03 A2972 RMK T00301030 MADISHF
JFK,2020-01-01 12:35,-73.7622,40.6386,M,M,M,270.00,16.00,M,29.73,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 011235Z AUTO 27016KT 10SM OVC060 03/M03 A2972 RMK T00301030 MADISHF
JFK,2020-01-01 12:40,-73.7622,40.6386,M,M,M,270.00,15.00,M,29.73,M,10.00,20.00,OVC,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 011240Z AUTO 27015G20KT 10SM OVC065 03/M03 A2972 RMK T00301030 MADISHF
JFK,2020-01-01 12:45,-73.7622,40.6386,M,M,M,260.00,18.00,M,29.73,M,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 011245Z AUTO 26018KT 10SM OVC065 03/M03 A2972 RMK T00301030 MADISHF
JFK,2020-01-01 12:50,-73.7622,40.6386,M,M,M,260.00,11.00,M,29.73,M,10.00,M,SCT,BKN,M,M,3300.00,6500.00,M,M,M,M,M,M,M,M,M,M,KJFK 011250Z AUTO 26011KT 10SM SCT033 BKN065 03/M03 A2972 RMK T00301030 MADISHF
JFK,2020-01-01 12:51,-73.7622,40.6386,37.90,26.10,62.14,260.00,12.00,0.00,29.73,1006.70,10.00,23.00,SCT,BKN,M,M,3300.00,6500.00,M,M,M,M,M,M,26.00,270.00,2020-01-01 12:20,29.51,KJFK 011251Z 26012G23KT 10SM SCT033 BKN065 03/M03 A2973 RMK AO2 PK WND 27026/1220 SLP067 T00331033 $
JFK,2020-01-01 12:55,-73.7622,40.6386,M,M,M,250.00,15.00,M,29.73,M,10.00,M,FEW,OVC,M,M,3600.00,6500.00,M,M,M,M,M,M,M,M,M,M,KJFK 011255Z AUTO 25015KT 10SM FEW036 OVC065 03/M03 A2972 RMK T00301030 MADISHF
JFK,2020-01-01 13:00,-73.7622,40.6386,M,M,M,260.00,15.00,M,29.73,M,10.00,M,SCT,OVC,M,M,3800.00,6000.00,M,M,M,M,M,M,M,M,M,M,KJFK 011300Z AUTO 26015KT 10SM SCT038 OVC060 03/M03 A2972 RMK T00301030 MADISHF
JFK,2020-01-01 13:05,-73.7622,40.6386,M,M,M,250.00,15.00,M,29.74,M,10.00,M,FEW,OVC,M,M,3900.00,6000.00,M,M,M,M,M,M,M,M,M,M,KJFK 011305Z AUTO 25015KT 10SM FEW039 OVC060 03/M03 A2973 RMK T00301030 MADISHF
JFK,2020-01-01 13:10,-73.7622,40.6386,M,M,M,260.00,14.00,M,29.74,M,10.00,M,FEW,OVC,M,M,3900.00,6000.00,M,M,M,M,M,M,M,M,M,M,KJFK 011310Z AUTO 26014KT 10SM FEW039 OVC060 03/M03 A2973 RMK T00301030 MADISHF
JFK,2020-01-01 13:15,-73.7622,40.6386,M,M,M,260.00,17.00,M,29.74,M,10.00,M,FEW,OVC,M,M,3900.00,6000.00,M,M,M,M,M,M,M,M,M,M,KJFK 011315Z AUTO 26017KT 10SM FEW039 OVC060 03/M03 A2973 RMK T00301030 MADISHF
JFK,2020-01-01 13:20,-73.7622,40.6386,M,M,M,270.00,19.00,M,29.74,M,10.00,M,FEW,OVC,M,M,3800.00,6000.00,M,M,M,M,M,M,M,M,M,M,KJFK 011320Z AUTO 27019KT 10SM FEW038 OVC060 03/M03 A2973 RMK T00301030 MADISHF
JFK,2020-01-01 13:25,-73.7622,40.6386,M,M,M,270.00,17.00,M,29.75,M,10.00,M,FEW,FEW,OVC,M,3800.00,4800.00,6000.00,M,M,M,M,M,M,M,M,M,KJFK 011325Z AUTO 27017KT 10SM FEW038 FEW048 OVC060 03/M03 A2975 RMK T00301030 MADISHF
JFK,2020-01-01 13:30,-73.7622,40.6386,M,M,M,280.00,18.00,M,29.75,M,10.00,M,FEW,OVC,M,M,4800.00,6500.00,M,M,M,M,M,M,M,M,M,M,KJFK 011330Z AUTO 28018KT 10SM FEW048 OVC065 03/M03 A2975 RMK T00301030 MADISHF
JFK,2020-01-01 13:35,-73.7622,40.6386,M,M,M,270.00,17.00,M,29.75,M,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 011335Z AUTO 27017KT 10SM OVC065 03/M03 A2975 RMK T00301030 MADISHF
JFK,2020-01-01 13:40,-73.7622,40.6386,M,M,M,280.00,15.00,M,29.75,M,10.00,M,FEW,OVC,M,M,4700.00,6500.00,M,M,M,M,M,M,M,M,M,M,KJFK 011340Z AUTO 28015KT 10SM FEW047 OVC065 03/M03 A2975 RMK T00301030 MADISHF
JFK,2020-01-01 13:45,-73.7622,40.6386,M,M,M,270.00,14.00,M,29.75,M,10.00,M,FEW,SCT,BKN,M,3300.00,4500.00,6500.00,M,M,M,M,M,M,M,M,M,KJFK 011345Z AUTO 27014KT 10SM FEW033 SCT045 BKN065 03/M03 A2975 RMK T00301030 MADISHF
JFK,2020-01-01 13:50,-73.7622,40.6386,M,M,M,270.00,19.00,M,29.76,M,10.00,M,FEW,SCT,BKN,M,3300.00,4500.00,6500.00,M,M,M,M,M,M,M,M,M,KJFK 011350Z AUTO 27019KT 10SM FEW033 SCT045 BKN065 03/M04 A2976 RMK T00301040  VIRGA S MADISHF
